,text,label
739,but i do know one thing though bitches they come they go saturday through sunday monday monday through sunday yooooo  ,__label__offensive
1469,  be a pussy httptcottzsxbts74,__label__offensive
1329,nasty hoe,__label__offensive
4478,      that bitch is so stupid it is the bey hive not the bee hive lil kim was the queen b bey is queen b,__label__offensive
2606,i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today daaaamn yo hoe will get slayed,__label__offensive
3195,    you tried to bit my bottom lip off like it was a snack bitch,__label__offensive
4653,    greenyellow fuel pumpgtgtgtgtgt ,__label__non_offensive
1318,bytch was an infant   how the hell this bitch 18 talking bout how much she remember bout pac before he died ,__label__offensive
3483,fake tits   a hoe  can u guess what i was    twitpic your halloween costumes  httptcoecs7nlekka ,__label__non_offensive
1597,ion care if i am in the wrong bitch do not blow ur horn  at me,__label__offensive
4345,i love the acoustic domes in the hallways favorite place to sing in public no lie httptcog6az9ryubq,__label__non_offensive
1926, bad bitches is the only thing that i like ,__label__offensive
3686,  oomf so fuckin fine tho   dam  her do not be no bitch,__label__offensive
4344,    dudes a hoe had me laughin on my only pics ,__label__offensive
1144,niggas be bitches hoes be bitches ion see no difference,__label__offensive
3634,    my pussy is totes adorbs when she jumps on my bed with litter stuck to herthe cat is fucking annoying when she does it,__label__offensive
4391,  i hate how some of you bitches come to school musty  like how tf you walk out your house stank  your mama aint shit ,__label__offensive
3267,ya bitch basic if she trippin off your social networks profiles,__label__offensive
4616,    i just want panda express  panera  big booty hoe  ,__label__offensive
1069,i am never gonna be ok with my nigga around alot of bitches while with his boys cause i was once that female your boys put you on ,__label__offensive
3040,      ha booner has that twitter   ha,__label__non_offensive
1123,                      httptcovii3smgrm3,__label__non_offensive
1367,      right in the pussy,__label__offensive
1464,not true     every man has hoes  ,__label__offensive
1243,their salsa negro is awesome    ,__label__non_offensive
4602,nigga you is a fool     i feel like eatin nd beatin a pussy up  ,__label__offensive
2901,    lmfaooo like is this bitch alanah serious ,__label__offensive
2376,mane if dis nicca call me 1 mo time n say he finna pull up but dnt pull up,__label__offensive
3136,not a neanudda bitch  ,__label__offensive
2983,well jennas getting a yellow lab so i know where ill be whenever i am home,__label__non_offensive
1613,bro what in the fuck you all bitches thinking  that is not ok,__label__offensive
4137,shine on them hoes,__label__offensive
3909,    please bitch i am a belieber lt3,__label__offensive
1162,a 50 dollar card make a young nicca go hard  throw in a cell phone i can get you left on the yard,__label__offensive
2161,if my friends do not wanna hangout my automatic response is to call them a bitch whoops,__label__offensive
3786,the question alone     what city got the most bitches with gold teeth,__label__offensive
2747,my dog just lifted her leg to pee she is such a butch bitch,__label__offensive
4037,na hit the butta slide at the end of that bitch  ,__label__offensive
1061,  karma is a bitch,__label__offensive
2166,    never discuss cheese with a rat  talk bread with a bird  or make moves with a snake  ,__label__non_offensive
1466,karma is a bitch httptcou8uk4v7nwn,__label__offensive
594,    who the hell needs permission for anything from that fatassed ghetto whore,__label__offensive
3124,    when a bitch get you fucked up httpstcocnlv5nwnxz,__label__offensive
2388,these bitches be wasting time on some ungrateful niggas,__label__offensive
1522,hoes gone be hoes  ,__label__offensive
1280,oomf got the hoes,__label__offensive
264,yankees getting killed,__label__non_offensive
2385,why hella bitches act like they got everything they have on they own like no bitch you had some form of assistance,__label__offensive
4042,remember when the dude who played young ned followed my youtube channel this was when i actually used my youtube for more than favorites,__label__non_offensive
2072,smile at the bitches who hate you,__label__offensive
2547,  you out yo mind rose colder than kim amp way more down to earth kanye bitch give him more problems than wizs does,__label__offensive
2757,came home and found my cat sleeping on my pillow c i love that niggah,__label__offensive
1765,if you going to the strip club every weekend you will never experience earned pussy,__label__offensive
3914,      i got hard dick for all dez bitches i get all they numbers i do not call dez bitches  lmao  ,__label__offensive
13,  bitch im 57 12 smd hoe,__label__offensive
1219,if you can fuck my bitch cause nigga i am the shit i will salute ya,__label__offensive
4222,better play your part bitch do not be a smart bitch cuz i might have a change of heart,__label__offensive
2507,i just got so hype haha lets go beat the shit out dat pussy ass niqqa,__label__offensive
2806,i need a trippy bitch i aint wit that cute shit,__label__offensive
1465,ross got amber rose naked these hoes aint loyal wiz,__label__offensive
3833,  god teeth  gold chainwhite bitches  cocaine,__label__offensive
2176,i used to think that bitch was bad  but not no moe ,__label__offensive
3785,teeth can make or break a person you could be a 10 and have yellow teeth and immediately drop to a 2,__label__non_offensive
4471,    when bae fights your side hoe amp wins httptcotbdidtyott,__label__offensive
2646,  other than those the university and the white black and red ones  the rest trash anyway they just making shit up now,__label__offensive
1334,fuck that bitch,__label__offensive
3891,i guess bitches got it twisted and think i am weak or something do i look weak do i look scary do i look like somebody you finna pick w,__label__offensive
2045,  wud up nig i gotta new number 3136139299 text me,__label__offensive
923,    full   set except the last song from southern darkness fest last month who is the ape on guitar httpstc ,__label__non_offensive
2201,      i am ugly so do not worry about me having hoes ,__label__offensive
2687,    goodbye you faggot httptcoojkzjkgvxl,__label__offensive
3021,    we are putting long hard dicks down our throats the least you could do is lick a little pussy    illino ,__label__offensive
1214,  can pornhub just get a gaming stream feature so these dumb bitches can gtfo   get on it katielt3,__label__offensive
1544,          that bitch lookin all in the car u know her  httptcobqiu9q7qjv,__label__offensive
18,word to ray rice     if i marry you aint gone be no divorces bitch only way outta this is in a box or in handcuffs ,__label__offensive
1115,i am not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,__label__offensive
1250,weird ass bitches,__label__offensive
1936,okay bitchlisten up this is importantur eyebrows should not be a centimeter apart,__label__offensive
2173,lol  active     idgaf about an active hoe as long as she is not fucking my man need to learn how to mind your business,__label__offensive
676,        never left hip hop fans just turned into hoes literally ratchet broads that pretend to like baske ,__label__offensive
1583,  keep talking i am going to make when u cannot talk u going to be talking like a retard,__label__offensive
2005,    50 rtsamp i will take the micamp say fuck her right in the pussy httptco4vhc5o7rz5,__label__offensive
382,  lmao your just a dumb hoe that budden made popular please stop your irrelevant and no one cares about you slut,__label__offensive
4310,    making up handshakes with all my bitches now,__label__offensive
3630,you thought i was playin when i cut that bitch off,__label__offensive
2763,my cat is fighting the street cat carry through the glass in my room what the hell    ,__label__offensive
3342,  yankees like florida state not floridians,__label__non_offensive
3636,  are we doing mad libs now cool uh twinkie 35 long dj pon3 cameo magic  crystal tree  ,__label__non_offensive
4179,truth is   ate yellow snow as a child,__label__offensive
4378,      im not ready to see you all hoes tweet new year new me  ,__label__offensive
